COLLECTION,COLLECTOR,CONDDATE,CONDEXAM,CONDITION,COPYNO,COPYRIGHT,CREATOR,DATE,DESCRIP,EARLYDATE,EDITION,FILMSIZE,HOMELOC,IMAGEFILE,MAINTDATE,MEDIUM,NOTES,OBJECTID,OBJNAME,PRINTSIZE,PROCESS,PROVENANCE,RECDATE,RECFROM,STATUSDATE,STERMS,TITLE,UDF2,UDF4,UDF5,Date of Photo,UDF9,UPDATED,USED,MAPS URL,Notes,,MAPS URL,Notes,,,Notes,CAT Record URL
John P. Wymer photograph collection,,07/08/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",12/5/1948,"John P. Wymer's description: Barnard Elementary School (white), 5th and Crittenden Streets NW. December 5, 1948.","1,948",,,212,057\WY 026416.JPG,07/08/2006,Photographic Emulsion,,WY 0264.16,"Print, Photographic","3.5"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Barnard School,Barnard Elementary School on the corner of 5th and Crittenden Streets NW.,Fifth Street,,NW,12/5/1948,,09/11/2015,,,,,"https://www.google.com/maps/@38.9473958,-77.0195198,3a,75y,48.56h,78.76t/data=!3m6!1e1!3m4!1saC8wNLoHyoQySC7V8VWdhg!2e0!7i13312!8i6656!6m1!1e1",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=1BDD18D0-EF7F-44ED-96EE-662578054611;type=102
John P. Wymer photograph collection,,07/08/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/18/1948,"John P. Wymer's description: Sherman Circle, Illinois and Kansas Avenues NW. July 18, 1948.","1,948",,,212,057\WY 026516.JPG,07/08/2006,Photographic Emulsion,,WY 0265.16,"Print, Photographic","3.5"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Sherman Circle,"Sherman Circle, Illinois and Kansas Avenues NW.",Illinois Avenue,,NW,7/18/1948,,09/11/2015,,,,,"https://www.google.com/maps/@38.9478219,-77.0215225,3a,75y,256.1h,76.63t/data=!3m6!1e1!3m4!1sE10iAlxHynHZITyfB2XmQA!2e0!7i13312!8i6656!6m1!1e1",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=417E0D40-42BB-4045-A6AF-250034385674;type=102
John P. Wymer photograph collection,,07/08/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",12/5/1948,"John P. Wymer's description: Petworth Methodist Church, west side of Grant Circle (Illinois and New Hampshire Avenues NW). December 5, 1948.","1,948",,,212,057\WY 026616.JPG,07/08/2006,Photographic Emulsion,,WY 0266.16,"Print, Photographic","3.5"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Petworth United Methodist Church Grant Circle,"Petworth Methodist Church, Illinois and New Hampshire Avenues NW.",Grant Circle,Petworth,NW,12/5/1948,3226,09/11/2015,,,,,"https://www.google.com/maps/place/Grant+Cir+NW,+Washington,+DC+20011/@38.9425964,-77.0193583,3a,75y,277.4h,80.88t/data=!3m7!1e1!3m5!1s-a5zXadOn-Agzjqh0SFgyQ!2e0!6s%2F%2Fgeo0.ggpht.com%2Fcbk%3Fpanoid%3D-a5zXadOn-Agzjqh0SFgyQ%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D11.658874%26pitch%3D0!7i13312!8i6656!4m2!3m1!1s0x89b7c80d010dbad9:0x32b6c4a252705bcd",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=F1932312-66B2-4C9D-BB9B-932922026297;type=102
John P. Wymer photograph collection,,07/08/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/11/1948,"John P. Wymer's description: St. Gabriel's Roman Catholic Church after 10 o'clock mass, west side of Grant Circle. July 11, 1948.","1,948",,,212,057\WY 026716.JPG,07/08/2006,Photographic Emulsion,,WY 0267.16,"Print, Photographic","3.5"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,St. Gabriel's Catholic Church,"St.Gabriel's Roman Catholic Church, at 26 Grant Circle.",Grant Circle,Petworth,NW,7/11/1948,3224,09/11/2015,,,,,"https://www.google.com/maps/@38.9429593,-77.0199054,3a,75y,338.87h,76.28t/data=!3m6!1e1!3m4!1sagrhBE01zxjHZ01GZg0oCQ!2e0!7i13312!8i6656",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=14AA6F57-0C37-4F15-BD9A-985197043292;type=102
John P. Wymer photograph collection,,07/08/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",12/5/1948,"John P. Wymer's description: St. Gabriel's Parochial School, 5th and Webster Streets NW. December 5, 1948.","1,948",,,212,057\WY 026816.JPG,07/08/2006,Photographic Emulsion,,WY 0268.16,"Print, Photographic","3.5"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,St. Gabriel's Parochial School Grant Circle,St.Gabriel's Parochial School on the corner of 5th and Webster Streets NW.,Fifth Street,Petworth,NW,12/5/1948,3224,09/11/2015,,,,,"https://www.google.com/maps/place/5th+St+NW+%26+Webster+St+NW,+Washington,+DC+20011/@38.9441968,-77.0192292,3a,75y,321.23h,82.4t/data=!3m7!1e1!3m5!1sSjco3RGrS7Ar6IBpR4fVFg!2e0!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3DSjco3RGrS7Ar6IBpR4fVFg%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D17.293943%26pitch%3D0!7i13312!8i6656!4m2!3m1!1s0x89b7c80d21e2033b:0x72233fcc2c7a59df!6m1!1e1",,,,not sure of location,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=D4EC9DD5-E714-4D21-B6D2-849641768320;type=102
John P. Wymer photograph collection,,07/08/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",3/13/1949,"John P. Wymer's description: Rudolph Elementary School, 2nd and Hamilton Streets NW. March 13, 1949.","1,949",,,212,057\WY 026916-1.JPG,07/08/2006,Photographic Emulsion,,WY 0269.16,"Print, Photographic","3.5"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Rudolph School,"Rudolph Elementary School, 2nd and Hamilton Streets NW.",Second Street,,NW,3/13/1949,,09/11/2015,,,,,"https://www.google.com/maps/place/Hamilton+St+NW+%26+2nd+St+NW,+Washington,+DC+20011/@38.9533261,-77.0134117,3a,75y,316.93h,80.77t/data=!3m7!1e1!3m5!1shm6nakpWre-u4yeaY_oP6g!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3Dhm6nakpWre-u4yeaY_oP6g%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D356.99045%26pitch%3D0!7i13312!8i6656!4m2!3m1!1s0x89b7c87708e26213:0xa2f2a0b97a7e6dcc!6m1!1e1",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=510444A3-1831-46C2-A241-852859750901;type=102
John P. Wymer photograph collection,,07/08/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",3/13/1949,"John P. Wymer's description: Lewis Memorial Methodist Church, 4th and Hamilton Streets NW. March 13, 1949.","1,949",,,212,057\WY 027016.JPG,07/08/2006,Photographic Emulsion,,WY 0270.16,"Print, Photographic","3.5"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Lewis Memorial Methodist Church,"Lewis Memorial Methodist Church, 4th and Hamilton Streets NW.",Fourth Street,,NW,3/13/1949,,09/11/2015,,,,,"https://www.google.com/maps/@38.95323,-77.0176684,3a,75y,146.77h,81.74t/data=!3m6!1e1!3m4!1siK9QfFejUhdvewZby8FhNg!2e0!7i13312!8i6656!6m1!1e1",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=228CF90A-6141-4135-8F1B-179564608131;type=102
John P. Wymer photograph collection,,07/08/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/17/1949,"John P. Wymer's description: Zion Evangelical Lutheran Church, New Hampshire Avenue and Buchanan Street NW. September 17, 1949.","1,949",,,212,057\WY 027116-1.JPG,07/08/2006,Photographic Emulsion,,WY 0271.16,"Print, Photographic","3.5"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Zion (Evangelical) Lutheran Church,"Zion Evangelical Lutheran Church, New Hampshire Avenue and Buchanan Street NW.",New Hampshire Avenue,Petworth,NW,9/17/1949,,09/11/2015,,,,,"https://www.google.com/maps/@38.9464052,-77.0168138,3a,75y,57.02h,77.48t/data=!3m6!1e1!3m4!1s1MACLzbAWtZyTL3-4Hletg!2e0!7i13312!8i6656!6m1!1e1",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=E611EDB2-6A5F-474D-B85D-863950843923;type=102
John P. Wymer photograph collection,,/ /,,,0,,"Wymer, John P.",11/21/1948,"John P. Wymer's description: Crittenden Street NE east of North Capitol Street. November 21, 1948","1,948",,,212,057\WY 027204.JPG,04/08/2004,Photographic Emulsion,,WY 0272.04,"Print, Photographic","3.5"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Crittenden Street NE east of North Capitol Street.,North Capitol Street,,NE,11/21/1948,,09/11/2015,,,,,"https://www.google.com/maps/@38.9479968,-77.0086972,3a,75y,28.97h,69.94t/data=!3m6!1e1!3m4!1sTPFKQkkfB694PwL_7WtrEw!2e0!7i13312!8i6656",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=0C142607-AF79-4C71-9B81-363448127823;type=102
John P. Wymer photograph collection,,/ /,,,0,,"Wymer, John P.",11/21/1948,"John P. Wymer's description: Engine Company No. 14 (District of Columbia Fire Department) North Capitol Street north of Crittenden Street NE. November 21, 1948","1,948",,,212,057\WY 027304.JPG,04/08/2004,Photographic Emulsion,,WY 0273.04,"Print, Photographic","3.5"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,District of Columbia Fire Department station--Engine Company #14,Engine Company No. 14 (District of Columbia Fire Department) North Capitol Street north of Crittenden Street NE.,North Capitol Street,,NE,11/21/1948,,09/11/2015,,,,,"https://www.google.com/maps/@38.9486822,-77.0087525,3a,75y,55.63h,72.96t/data=!3m6!1e1!3m4!1sU0m7xW0wbEgimCmC9dHgmg!2e0!7i13312!8i6656",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=5B53FC04-3438-4836-82B8-432367317001;type=102
John P. Wymer photograph collection,,/ /,,,0,,"Wymer, John P.",5/31/1948,"John P. Wymer's description: Hawaii Avenue NE west of Bates Road. May 31, 1948.","1,948",,,212,057\WY 027404.JPG,04/08/2004,Photographic Emulsion,,WY 0274.04,"Print, Photographic","3.5"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Hawaii Avenue NE west of Bates Road.,Hawaii Avenue,,NE,5/31/1948,,09/11/2015,,,,,"https://www.google.com/maps/place/Bates+Rd+NE,+Washington,+DC+20011/@38.944495,-77.0036728,3a,75y,269.84h,78.74t/data=!3m7!1e1!3m5!1s_ZTc9GxLWTgb94LHoxGBTg!2e0!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3D_ZTc9GxLWTgb94LHoxGBTg%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D45.626175%26pitch%3D0!7i13312!8i6656!4m2!3m1!1s0x89b7c7dc4c0f2723:0xadf4fec05fc4f59e",,,,not sure of location,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=9530A666-CB3C-48C2-85DF-672726486849;type=102
John P. Wymer photograph collection,,/ /,,,0,,"Wymer, John P.",5/31/1948,"John P. Wymer's description: Boys playing on ""ruins"" in Fort Totten Park. May 31, 1948. On bottom of page on which photos 275-278 are mounted: ""Terra Cotta, D.C."", is a strip of Undeveloped territory lying roughly between Fort Totten Park and Riggs Road NE.","1,948",,,212,044\WY 027504.JPG,04/08/2004,Photographic Emulsion,,WY 0275.04,"Print, Photographic","3.5"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Fort Totten,"Boys playing on ""ruins"" in Fort Totten Park.",,,NE,5/31/1948,,09/11/2015,,,,,,,,,not sure of location; cool photo,
John P. Wymer photograph collection,,/ /,,,0,,"Wymer, John P.",5/31/1948,"John P. Wymer's description: Looking across Fort Totten Park southeast toward Catholic University. May 31, 1948. On bottom of page on which photos 275-278 are mounted: ""Terra Cotta, D.C."", is a strip of Undeveloped territory lying roughly between Fort Totten Park and Riggs Road NE.","1,948",,,"212, digital image on CD 112",040\WY 027604-2.JPG,04/08/2004,Photographic Emulsion,,WY 0276.04,"Print, Photographic","3.5"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Fort Totten,Looking across Fort Totten Park southeast toward Catholic University.,,,NE,5/31/1948,,09/11/2015,,,,,,,,,not sure of location,
John P. Wymer photograph collection,,/ /,,,0,,"Wymer, John P.",5/31/1948,"John P. Wymer's description: Old gravel pit, ""Terra Cotta"" D.C. May 31, 1948. On bottom of page on which photos 275-278 are mounted: ""Terra Cotta, D.C."", is a strip of Undeveloped territory lying roughly between Fort Totten Park and Riggs Road NE.","1,948",,,212,057\WY 027704.JPG,04/08/2004,Photographic Emulsion,,WY 0277.04,"Print, Photographic","3.5"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,"Old gravel pit, ""Terra Cotta"" D.C.",,,,5/31/1948,,09/11/2015,,,,,,,,,not sure of location,
John P. Wymer photograph collection,,/ /,,,0,,"Wymer, John P.",3/20/1949,"John P. Wymer's description: Looking northwest along the Baltimore and Ohio Railroad tracks, ""Terra Cotta"" D.C. March 20, 1949. On bottom of page on which photos 275-278 are mounted: ""Terra Cotta, D.C."", is a strip of Undeveloped territory lying roughly between Fort Totten Park and Riggs Road NE.","1,949",,,212,057\WY 027804.JPG,04/08/2004,Photographic Emulsion,,WY 0278.04,"Print, Photographic","3.5"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Baltimore and Ohio (B&O) Railroad, tracks","Looking northwest along the Baltimore and Ohio Railroad tracks, ""Terra Cotta"" D.C.",,,,3/20/1949,,09/11/2015,,,,,,,,,not sure of location,
John P. Wymer photograph collection,,/ /,,,0,,"Wymer, John P.",3/20/1949,"John P. Wymer's description: Brick Works, National Brick and Supply Company, Terra Cotta, D.C. March 20, 1949.","1,949",,,212,057\WY 027904.JPG,04/08/2004,Photographic Emulsion,,WY 0279.04,"Print, Photographic","3.5"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"National Brick and Supply Company, brickyard","Brick Works, National Brick and Supply Company, Terra Cotta D.C.",,,,3/20/1949,,09/11/2015,,,,,,,,,not sure of location,
